front_pattern_regularity,hind_pattern_regularity,front_left_right_correlation,hind_left_right_correlation,LF_vertical_range,LF_skewness,LF_kurtosis,RF_vertical_range,RF_skewness,RF_kurtosis,LH_vertical_range,LH_skewness,LH_kurtosis,RH_vertical_range,RH_skewness,RH_kurtosis,gait_normalized_stride_length,gait_cleaned_stride_frequency,sequence_id,label
6.925289091438714,6.399449488823236,0.404734071791212,0.4183351628374709,0.2909287640980613,-1.1281589674599004,0.8914374107606049,0.1628214879748813,0.1789658778145159,-1.5905331670611342,0.2221906798348924,-0.2950246711175852,-0.4225763799085187,0.2248534176757903,-0.8495594206170212,-0.3762189382519882,0.7176571580818976,1.0714285714285714,0,0
7.447667887332242,6.190773767470429,0.1184774831042387,0.4483683770377102,0.1824336408380855,-0.0010607372023312,-1.084731385043905,0.194074281100767,-0.5479886190707581,-0.9534263516911214,0.1950284319419706,0.0570189629940803,-1.1960987356201966,0.2925426479129548,-0.6366506484244056,1.4264583486567872,0.8747416374442253,1.1538461538461535,1,0
7.446827848151183,5.72409776646067,-0.2601223344806788,-0.050301195752132,0.1954635459506369,-0.6228413584977783,-0.669834494296579,0.1364740495133426,-0.3651762549392855,-1.12370997833178,0.1768711469085188,-0.6904841915198832,-0.2823419147627648,0.1416331968915215,-0.966019863561486,0.3476416124293053,0.6655786829867909,,2,0
7.446827848151183,5.72409776646067,-0.2601223344806788,-0.050301195752132,0.1954635459506369,-0.6228413584977783,-0.669834494296579,0.1364740495133426,-0.3651762549392855,-1.12370997833178,0.1768711469085188,-0.6904841915198832,-0.2823419147627648,0.1416331968915215,-0.966019863561486,0.3476416124293053,0.6655786829867909,,3,0
13.280929973461957,13.277040521140236,0.3648909947479772,0.0581950136499573,0.388953058689903,0.2850482670936814,-0.6937972285802996,0.3459228153776233,-0.0841875694877406,-0.7370183508951547,0.3267609101526231,-0.1103646017854644,-0.7811099449068832,0.3235672592817899,0.7571423437825473,0.0472242449065705,1.110802198942186,0.8823529411764706,4,0
13.284248008826092,12.175509696107175,0.0043432860509295,-0.2551360684275744,0.2613812353192953,-0.0618640250772124,-0.8050629762988963,0.2092026487116536,-0.0321794682298951,-1.185628261802285,0.220294086239214,-0.527171062467542,-0.0305227661000895,0.2149227611472502,0.1820952066454348,-0.6890723886148926,0.2751932141271997,0.8333333333333334,5,0
13.284248008826092,12.175509696107175,0.0043432860509295,-0.2551360684275744,0.2613812353192953,-0.0618640250772124,-0.8050629762988963,0.2092026487116536,-0.0321794682298951,-1.185628261802285,0.220294086239214,-0.527171062467542,-0.0305227661000895,0.2149227611472502,0.1820952066454348,-0.6890723886148926,0.2751932141271997,0.8333333333333334,6,0
6.477253689643467,3.8922569288267823,-0.1202782483399145,0.2389822214191245,0.2352903540418242,-0.9797362658256076,0.3008655812074043,0.2107284594817845,-0.5953729617793059,-0.7356623084467544,0.257710955229965,-1.5786953945931137,4.503479696277445,0.1462377414574727,0.1883050888619549,-0.7488048587437994,0.3798066635728664,0.8571428571428571,7,0
7.278839127223512,3.343515999662633,-0.2234370224611947,0.3087739571548367,0.2280035967661489,-0.7370240754384116,-0.7477378157479673,0.1961246744219458,-1.0110375739852095,0.6605906896647689,0.1138862950412477,0.2084302513043845,-1.1014348377768073,0.1290172328205622,-0.1940469419163883,-0.6048889064842111,0.8020840814809169,0.75,8,0
6.9348191497688,3.670882095627692,-0.1888905555834487,-0.1788796587472253,0.1979078246990097,-1.5132376550454094,1.6950706643383402,0.1719561589868803,-0.7492276908359926,-0.6968178528092244,0.1015912767511441,-0.4438971236623458,-0.2926544263722426,0.1292308556803236,-0.3270154951023156,0.4606827648707803,0.5040530844412946,0.7142857142857143,9,0
6.9348191497688,3.670882095627692,-0.1888905555834487,-0.1788796587472253,0.1979078246990097,-1.5132376550454094,1.6950706643383402,0.1719561589868803,-0.7492276908359926,-0.6968178528092244,0.1015912767511441,-0.4438971236623458,-0.2926544263722426,0.1292308556803236,-0.3270154951023156,0.4606827648707803,0.5040530844412946,0.7142857142857143,10,0
7.730674974411995,7.051828440908066,-0.316119401268074,0.0364407330054461,0.1539535898239031,-0.8210868666535188,-0.5775178171368975,0.1556279562844946,-1.0779249291730122,0.6053627703656717,0.1785403394294374,-0.4220532869537097,-0.8964060388784949,0.203655836338317,-0.5675232639897723,0.15998180378896,0.776604945500265,,11,0
8.94340621687285,6.691674603565241,-0.3532607965887756,0.3376137166745759,0.1885250113231494,0.2518966339975514,0.0279570079178363,0.1786498916824127,-0.5416399472418216,-0.3927034811749545,0.2103971771389959,-0.5674239425029081,0.6985831966204508,0.2181503702453586,-0.2580252370875641,-0.4258265647398076,0.3548514065943954,1.1538461538461535,12,0
8.94340621687285,6.691674603565241,-0.3532607965887756,0.3376137166745759,0.1885250113231494,0.2518966339975514,0.0279570079178363,0.1786498916824127,-0.5416399472418216,-0.3927034811749545,0.2103971771389959,-0.5674239425029081,0.6985831966204508,0.2181503702453586,-0.2580252370875641,-0.4258265647398076,0.3548514065943954,1.1538461538461535,13,0
16.30944572939252,13.967540049700949,0.2036115863318261,0.1586770152054486,0.3621553455508913,-0.1269934802452653,-1.5180285284413826,0.5095968384941326,-0.4058207729386692,0.9267117581176612,0.4003228242205954,-0.8340314248031611,-0.2279651978587238,0.3075183384141232,0.1265732421073843,-1.3203974539615762,0.6518970500640568,1.1111111111111112,14,0
16.67863546576877,14.446014621341076,0.913456019576396,0.9336921754460432,2.487312814165035,-6.083671774139677,40.60778465413492,2.484267642891104,-6.278986437603499,42.46847722810517,2.3680436059360708,-6.490100097514619,44.525854679819375,2.4753013052511963,-6.466871149356187,44.21168194254517,0.0,,15,0
18.24523957748981,15.612845128291,0.2331712324998663,0.2854472191950888,0.4427897285804189,-0.1283046878201104,-1.267479328109627,0.4569916479855785,-0.4087649178502178,-0.202716391955374,0.3468043422558894,-0.7781549158611546,-0.5371532565839594,0.3888387588861037,0.8344563394461305,-0.5687167714970083,0.5732188504737844,,16,0
